20.402,1573003080000,0
20.375,1573003140000,0
20.332,1573003200000,0
20.431,1573003260000,0
20.444,1573003320000,0
20.332,1573003380000,0
20.247,1573003440000,0
20.276,1573003500000,0
20.191,1573003560000,0
20.233,1573003620000,0
20.276,1573003680000,0
20.346,1573003740000,0
20.332,1573003800000,0
20.359,1573003860000,0
20.332,1573003920000,0
20.359,1573003980000,0
20.388,1573004040000,0
20.388,1573004100000,0
20.402,1573004160000,0
20.431,1573004220000,0
20.359,1573004280000,0
20.359,1573004340000,0
20.375,1573004400000,0
20.346,1573004460000,0
20.346,1573004520000,0
20.303,1573004580000,0
20.388,1573004640000,0
20.402,1573004700000,0
20.458,1573004760000,0
20.388,1573004820000,0
20.415,1573004880000,0
20.415,1573004940000,0
20.444,1573005000000,0
20.388,1573005060000,0
20.415,1573005120000,0
20.431,1573005180000,0
20.388,1573005240000,0
20.415,1573005300000,0
20.444,1573005360000,0
20.402,1573005420000,0
20.431,1573005480000,0
20.375,1573005540000,0
20.415,1573005600000,0
20.458,1573005660000,0
20.402,1573005720000,0
20.29,1573005780000,0
20.359,1573005840000,0
20.415,1573005900000,0
20.402,1573005960000,0
20.415,1573006020000,0
20.346,1573006080000,0
20.332,1573006140000,0
20.332,1573006200000,0
20.346,1573006260000,0
20.375,1573006320000,0
20.359,1573006380000,0
20.359,1573006440000,0
20.303,1573006500000,0
20.346,1573006560000,0
20.346,1573006620000,0
20.332,1573006680000,0
20.375,1573006740000,0
20.332,1573006800000,0
20.375,1573006860000,0
20.388,1573006920000,0
20.332,1573006980000,0
20.263,1573007040000,0
20.319,1573007100000,0
20.303,1573007160000,0
20.303,1573007220000,0
20.346,1573007280000,0
20.29,1573007340000,0
20.29,1573007400000,0
20.303,1573007460000,0
20.303,1573007520000,0
20.303,1573007580000,0
20.29,1573007640000,0
20.263,1573007700000,0
20.276,1573007760000,0
20.263,1573007820000,0
20.233,1573007880000,0
20.247,1573007940000,0
20.263,1573008000000,0
20.22,1573008060000,0
20.22,1573008120000,0
20.207,1573008180000,0
20.233,1573008240000,0
20.164,1573008300000,0
20.207,1573008360000,0
20.121,1573008420000,0
20.135,1573008480000,0
20.121,1573008540000,0
20.164,1573008600000,0
20.148,1573008660000,0
20.135,1573008720000,0
20.108,1573008780000,0
20.092,1573008840000,0
19.67,1573008900000,0
19.499,1573008960000,0
19.726,1573009020000,0
19.782,1573009080000,0
19.894,1573009140000,0
19.865,1573009200000,0
19.908,1573009260000,0
19.865,1573009320000,0
19.878,1573009380000,0
19.865,1573009440000,0
19.878,1573009500000,0
19.908,1573009560000,0
19.852,1573009620000,0
19.838,1573009680000,0
19.838,1573009740000,0
19.852,1573009800000,0
19.809,1573009860000,0
19.809,1573009920000,0
19.838,1573009980000,0
19.766,1573010040000,0
19.766,1573010100000,0
19.739,1573010160000,0
19.753,1573010220000,0
19.683,1573010280000,0
19.71,1573010340000,0
19.739,1573010400000,0
19.697,1573010460000,0
19.753,1573010520000,0
19.697,1573010580000,0
19.683,1573010640000,0
19.67,1573010700000,0
19.641,1573010760000,0
19.614,1573010820000,0
19.614,1573010880000,0
19.585,1573010940000,0
19.528,1573011000000,0
19.528,1573011060000,0
19.542,1573011120000,0
19.499,1573011180000,0
19.528,1573011240000,0
19.515,1573011300000,0
19.499,1573011360000,0
19.43,1573011420000,0
19.374,1573011480000,0
19.36,1573011540000,0
19.387,1573011600000,0
19.403,1573011660000,0
19.347,1573011720000,0
19.318,1573011780000,0
19.304,1573011840000,0
19.347,1573011900000,0
19.261,1573011960000,0
19.261,1573012020000,0
19.235,1573012080000,0
19.219,1573012140000,0
19.173,1573012200000,0
19.173,1573012260000,0
19.16,1573012320000,0
19.104,1573012380000,0
19.077,1573012440000,0
19.104,1573012500000,0
19.061,1573012560000,0
19.061,1573012620000,0
19.061,1573012680000,0
19.034,1573012740000,0
19.077,1573012800000,0
18.992,1573012860000,0
18.992,1573012920000,0
18.978,1573012980000,0
18.978,1573013040000,0
18.893,1573013100000,0
18.922,1573013160000,0
18.909,1573013220000,0
18.88,1573013280000,0
18.88,1573013340000,0
18.866,1573013400000,0
18.866,1573013460000,0
18.866,1573013520000,0
18.853,1573013580000,0
18.824,1573013640000,0
18.781,1573013700000,0
18.767,1573013760000,0
18.781,1573013820000,0
18.738,1573013880000,0
18.767,1573013940000,0
18.738,1573014000000,0
18.698,1573014060000,0
18.655,1573014120000,0
18.655,1573014180000,0
18.655,1573014240000,0
18.626,1573014300000,0
18.599,1573014360000,0
18.613,1573014420000,0
18.57,1573014480000,0
18.543,1573014540000,0
18.586,1573014600000,0
18.5,1573014660000,0
18.5,1573014720000,0
18.514,1573014780000,0
18.5,1573014840000,0
18.415,1573014900000,0
18.444,1573014960000,0
18.444,1573015020000,0
18.444,1573015080000,0
18.431,1573015140000,0
18.415,1573015200000,0
18.372,1573015260000,0
18.372,1573015320000,0
18.33,1573015380000,0
18.33,1573015440000,0
18.316,1573015500000,0
18.273,1573015560000,0
18.26,1573015620000,0
18.217,1573015680000,0
18.188,1573015740000,0
18.204,1573015800000,0
18.161,1573015860000,0
18.175,1573015920000,0
18.188,1573015980000,0
18.145,1573016040000,0
18.105,1573016100000,0
18.132,1573016160000,0
18.089,1573016220000,0
18.076,1573016280000,0
18.089,1573016340000,0
18.089,1573016400000,0
18.049,1573016460000,0
18.033,1573016520000,0
17.993,1573016580000,0
17.964,1573016640000,0
18.006,1573016700000,0
17.977,1573016760000,0
17.95,1573016820000,0
17.937,1573016880000,0
17.921,1573016940000,0
17.894,1573017000000,0
17.95,1573017060000,0
17.865,1573017120000,0
17.852,1573017180000,0
17.838,1573017240000,0
17.822,1573017300000,0
17.795,1573017360000,0
17.838,1573017420000,0
17.809,1573017480000,0
17.809,1573017540000,0
17.766,1573017600000,0
17.739,1573017660000,0
17.753,1573017720000,0
17.753,1573017780000,0
17.753,1573017840000,0
17.726,1573017900000,0
17.726,1573017960000,0
17.726,1573018020000,0
17.697,1573018080000,0
17.697,1573018140000,0
17.697,1573018200000,0
17.654,1573018260000,0
17.654,1573018320000,0
17.627,1573018380000,0
17.614,1573018440000,0
17.598,1573018500000,0
17.598,1573018560000,0
17.627,1573018620000,0
17.582,1573018680000,0
17.582,1573018740000,0
17.582,1573018800000,0
17.582,1573018860000,0
17.539,1573018920000,0
17.526,1573018980000,0
17.499,1573019040000,0
17.499,1573019100000,0
17.499,1573019160000,0
17.526,1573019220000,0
17.499,1573019280000,0
17.456,1573019340000,0
17.443,1573019400000,0
17.443,1573019460000,0
17.443,1573019520000,0
17.414,1573019580000,0
17.384,1573019640000,0
17.371,1573019700000,0
17.4,1573019760000,0
17.384,1573019820000,0
17.384,1573019880000,0
17.384,1573019940000,0
17.358,1573020000000,0
17.358,1573020060000,0
17.328,1573020120000,0
17.301,1573020180000,0
17.328,1573020240000,0
17.288,1573020300000,0
17.232,1573020360000,0
17.272,1573020420000,0
17.272,1573020480000,0
17.216,1573020540000,0
17.216,1573020600000,0
17.245,1573020660000,0
17.232,1573020720000,0
17.216,1573020780000,0
17.216,1573020840000,0
17.216,1573020900000,0
17.203,1573020960000,0
17.203,1573021020000,0
17.203,1573021080000,0
17.189,1573021140000,0
17.16,1573021200000,0
17.176,1573021260000,0
17.176,1573021320000,0
17.147,1573021380000,0
17.147,1573021440000,0
17.104,1573021500000,0
17.104,1573021560000,0
17.104,1573021620000,0
17.09,1573021680000,0
17.104,1573021740000,0
17.133,1573021800000,0
17.09,1573021860000,0
17.048,1573021920000,0
17.077,1573021980000,0
17.061,1573022040000,0
17.077,1573022100000,0
17.061,1573022160000,0
17.048,1573022220000,0
17.077,1573022280000,0
17.021,1573022340000,0
17.005,1573022400000,0
16.992,1573022460000,0
16.978,1573022520000,0
16.978,1573022580000,0
16.936,1573022640000,0
16.965,1573022700000,0
16.949,1573022760000,0
16.965,1573022820000,0
16.949,1573022880000,0
16.922,1573022940000,0
16.936,1573023000000,0
16.922,1573023060000,0
16.909,1573023120000,0
16.909,1573023180000,0
16.922,1573023240000,0
16.922,1573023300000,0
16.893,1573023360000,0
16.853,1573023420000,0
16.837,1573023480000,0
16.866,1573023540000,0
16.853,1573023600000,0
16.853,1573023660000,0
16.823,1573023720000,0
16.807,1573023780000,0
16.807,1573023840000,0
16.778,1573023900000,0
16.794,1573023960000,0
16.778,1573024020000,0
16.765,1573024080000,0
16.765,1573024140000,0
16.765,1573024200000,0
16.778,1573024260000,0
16.735,1573024320000,0
16.765,1573024380000,0
16.735,1573024440000,0
16.709,1573024500000,0
16.695,1573024560000,0
16.709,1573024620000,0
16.722,1573024680000,0
16.695,1573024740000,0
16.679,1573024800000,0
16.666,1573024860000,0
16.679,1573024920000,0
16.666,1573024980000,0
16.666,1573025040000,0
16.666,1573025100000,0
16.639,1573025160000,0
16.653,1573025220000,0
16.583,1573025280000,0
16.61,1573025340000,0
16.583,1573025400000,0
16.554,1573025460000,0
16.554,1573025520000,0
16.54,1573025580000,0
16.527,1573025640000,0
16.54,1573025700000,0
16.54,1573025760000,0
16.484,1573025820000,0
16.498,1573025880000,0
16.498,1573025940000,0
16.471,1573026000000,0
16.498,1573026060000,0
16.511,1573026120000,0
16.484,1573026180000,0
16.428,1573026240000,0
16.372,1573026300000,0
16.3,1573026360000,0
16.273,1573026420000,0
16.287,1573026480000,0
16.26,1573026540000,0
16.244,1573026600000,0
16.217,1573026660000,0
16.204,1573026720000,0
16.217,1573026780000,0
16.188,1573026840000,0
16.204,1573026900000,0
16.231,1573026960000,0
16.204,1573027020000,0
16.148,1573027080000,0
16.175,1573027140000,0
16.161,1573027200000,0
16.118,1573027260000,0
16.161,1573027320000,0
16.132,1573027380000,0
16.132,1573027440000,0
16.132,1573027500000,0
16.161,1573027560000,0
16.148,1573027620000,0
16.118,1573027680000,0
16.118,1573027740000,0
16.105,1573027800000,0
16.148,1573027860000,0
16.062,1573027920000,0
16.105,1573027980000,0
16.062,1573028040000,0
16.092,1573028100000,0
16.076,1573028160000,0
16.076,1573028220000,0
16.062,1573028280000,0
16.062,1573028340000,0
16.076,1573028400000,0
16.017,1573028460000,0
16.049,1573028520000,0
16.004,1573028580000,0
16.033,1573028640000,0
16.033,1573028700000,0
16.004,1573028760000,0
16.004,1573028820000,0
16.004,1573028880000,0
15.974,1573028940000,0
15.961,1573029000000,0
15.961,1573029060000,0
15.974,1573029120000,0
15.974,1573029180000,0
15.961,1573029240000,0
15.961,1573029300000,0
15.934,1573029360000,0
15.974,1573029420000,0
15.961,1573029480000,0
15.974,1573029540000,0
15.934,1573029600000,0
15.961,1573029660000,0
15.948,1573029720000,0
15.948,1573029780000,0
15.918,1573029840000,0
15.934,1573029900000,0
15.918,1573029960000,0
15.918,1573030020000,0
15.905,1573030080000,0
15.892,1573030140000,0
15.892,1573030200000,0
15.905,1573030260000,0
15.892,1573030320000,0
15.918,1573030380000,0
15.862,1573030440000,0
15.862,1573030500000,0
15.878,1573030560000,0
15.862,1573030620000,0
15.862,1573030680000,0
15.862,1573030740000,0
15.849,1573030800000,0
15.849,1573030860000,0
15.849,1573030920000,0
15.849,1573030980000,0
15.822,1573031040000,0
15.849,1573031100000,0
15.835,1573031160000,0
15.806000000000001,1573031220000,0
15.806000000000001,1573031280000,0
15.793,1573031340000,0
15.822,1573031400000,0
15.793,1573031460000,0
15.779,1573031520000,0
15.779,1573031580000,0
15.793,1573031640000,0
15.793,1573031700000,0
15.766,1573031760000,0
15.75,1573031820000,0
15.723,1573031880000,0
15.737,1573031940000,0
15.723,1573032000000,0
15.723,1573032060000,0
15.707,1573032120000,0
15.75,1573032180000,0
15.723,1573032240000,0
15.707,1573032300000,0
15.75,1573032360000,0
15.723,1573032420000,0
15.737,1573032480000,0
15.723,1573032540000,0
15.707,1573032600000,0
15.707,1573032660000,0
15.737,1573032720000,0
15.707,1573032780000,0
15.694,1573032840000,0
15.694,1573032900000,0
15.681000000000001,1573032960000,0
15.651,1573033020000,0
15.651,1573033080000,0
15.667,1573033140000,0
15.667,1573033200000,0
15.681000000000001,1573033260000,0
15.638,1573033320000,0
15.611,1573033380000,0
15.624,1573033440000,0
15.624,1573033500000,0
15.638,1573033560000,0
15.638,1573033620000,0
15.611,1573033680000,0
15.611,1573033740000,0
15.611,1573033800000,0
