,,,,,0,,,,,,,,,,,,,,,,,
,time,weight,temp,,Wcomp,,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:42,50.046,21.489,,49.97077744,-0.029222557,,50,,-0.268651988,,-192.6915861,,,,0.00558479,,,,,,
1.5731E+12,05/11/19 21:43,50.178,21.574,,50.12561286,0.125612862,,,,,,,,,,,,,,5,0.2,0.2
1.5731E+12,05/11/19 21:44,50.214,21.713,,50.19895549,0.198955489,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:45,50.2,21.742,,50.1927464,0.192746396,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:46,50.183,21.9,,50.21819341,0.21819341,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:47,50.018,21.63,,49.98065737,-0.019342626,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:48,50.177,21.699,,50.15819436,0.158194361,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:49,50.201,21.769,,50.201,0.201,,21.769,50.201,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:50,50.251,21.884,,50.28189498,0.281894979,,15.456,51.897,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:51,50.067,21.518,,49.99956835,-0.000431649,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:52,49.904,20.995,,49.69606336,-0.303936639,,,-0.268651988,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:53,50.19,20.797,,49.92887027,-0.071129732,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:54,50.16,19.921,,49.66353113,-0.336468874,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:55,50.345,20.121,,49.90226152,-0.097738476,,255,50.13960494,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:56,50.361,20.023,,49.89193363,-0.108066371,,,,,,,,,,,,,,,,
1.5731E+12,05/11/19 21:57,50.425,20.052,,49.96372454,-0.036275463,,,,,,,,,,,,,,,,
